source_id,origin,category,source_org,source_type,authority_level,evidence_role,jurisdiction,primary_or_secondary,description,source_url,final_url,saved_path,file_size_bytes,sha256,content_type,status,verified_at_utc,notes
SRC-0010,seed_corpus,cn_official,农业农村部 / 国家卫生健康委员会 / 市场监管总局,official_pdf,A0,regulation,CN,primary,公告第594号 GB 31650.1-2022《食品安全国家标准 食品中41种兽药最大残留限量》及21项残留检测标准目录,https://www.moa.gov.cn/nybgb/2022/202210/202211/P020221115556927766576.pdf,https://www.moa.gov.cn/nybgb/2022/202210/202211/P020221115556927766576.pdf,authoritative/raw/cn_official/moa_2022_594_veterinary_residue_limits.pdf,1185728,f5b33d73dfdd07c923a761aec1c373a16c5bb5c7b1f13fc14a4169c429c745f4,application/pdf,copied,2026-04-28T07:40:26.110540+00:00,
SRC-0004,seed_corpus,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,农业农村部关于印发《国家动物疫病强制免疫指导意见（2022—2025年）》的通知,https://www.moa.gov.cn/govpublic/xmsyj/202201/t20220107_6386445.htm,https://www.moa.gov.cn/govpublic/xmsyj/202201/t20220107_6386445.htm,authoritative/raw/cn_official/moa_2022_national_mandatory_immunization_guidance.html,56110,ce53212587888d65cc349dd48038315570b849ab1063afed41e31d8abba51829,text/html,copied,2026-04-28T07:40:26.087924+00:00,
SRC-0003,seed_corpus,cn_official,农业农村部,official_notice,A0,regulation,CN,primary,农业农村部关于印发《三类动物疫病防治规范》的通知,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403637.htm,https://www.moa.gov.cn/govpublic/xmsyj/202206/t20220629_6403637.htm,authoritative/raw/cn_official/moa_2022_three_category_disease_prevention_spec.html,78485,15029d8825c6fdd85758102b0288083af41dca206c45654175ef01b9cc2ea78c,text/html,copied,2026-04-28T07:40:26.084652+00:00,
SRC-0005,seed_corpus,cn_official,全国人大 / 中国政府法制信息,law_page,A0,regulation,CN,primary,中华人民共和国动物防疫法,https://www.moa.gov.cn/gk/zcfg/fl/202104/t20210425_6366545.htm,https://www.moa.gov.cn/gk/zcfg/fl/202104/t20210425_6366545.htm,authoritative/raw/cn_official/moa_animal_epidemic_prevention_law.html,98144,9467191d2e6371bcfa94d58182913824dbaa4dc7c3e49cd94ccfbfbf65be1c16,text/html,copied,2026-04-28T07:40:26.090779+00:00,
SRC-0007,seed_corpus,cn_official,农业农村部,official_rule,A0,product_label,CN,primary,兽药产品批准文号管理办法,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413161.htm,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413161.htm,authoritative/raw/cn_official/moa_veterinary_approval_number_management.html,442481,b03d2d303c7063bdc87227f1069f791c7350e5591dbb4e865b893245511019c6,text/html,copied,2026-04-28T07:40:26.095506+00:00,
SRC-0008,seed_corpus,cn_official,农业部办公厅,official_notice,A0,regulation,CN,primary,关于兽药基础信息查询系统试运行的通知,https://www.moa.gov.cn/govpublic/SYJ/201208/t20120824_2897256.htm,https://www.moa.gov.cn/govpublic/SYJ/201208/t20120824_2897256.htm,authoritative/raw/cn_official/moa_veterinary_base_info_query_trial_notice.html,44554,f00d7337f6c03d4308ea72b35243b2fe65203775a026e494d17199a9f1f38cb9,text/html,copied,2026-04-28T07:40:26.097143+00:00,
SRC-0006,seed_corpus,cn_official,农业农村部,official_rule,A0,product_label,CN,primary,兽药标签和说明书管理办法,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413171.htm,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/t20221012_6413171.htm,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management.html,74720,de1725cfa5864ceee97886b198b80ab02192dc3078ac5d5732b4ab68292e3b78,text/html,copied,2026-04-28T07:40:26.093190+00:00,
SRC-0009,seed_corpus,cn_official,农业农村部,official_news,A0,regulation,CN,primary,国家兽药综合查询 APP 升级版全面上线运行,https://www.moa.gov.cn/xw/zwdt/201807/t20180710_6153816.htm,https://www.moa.gov.cn/xw/zwdt/201807/t20180710_6153816.htm,authoritative/raw/cn_official/moa_veterinary_query_app_launch.html,50233,48a266ade44455e7c05dd0b2f1fe8b9728aabefaae701c6c9822933dda9adce3,text/html,copied,2026-04-28T07:40:26.099395+00:00,
SRC-0028,seed_corpus,cn_official,?????,official_stats_page,A0,regulation,CN,primary,2024????????????????????????,https://www.stats.gov.cn/xxgk/jd/sjjd2020/202407/t20240715_1955608.html,https://www.stats.gov.cn/xxgk/jd/sjjd2020/202407/t20240715_1955608.html,authoritative/raw/cn_official/stats_2024_h1_agriculture_summary.html,26569,72d16e9bcbc3c2202b5f87765a04b7f4ffbd164bd3c9af24a7320d52eb75847f,text/html,copied,2026-04-28T07:40:26.165245+00:00,
SRC-0026,seed_corpus,cn_official,?????,official_stats_page,A0,regulation,CN,primary,2025??????????????????????????,https://www.stats.gov.cn/zt_18555/zthd/lhfw/2026lhzt/2026sjjd/202602/t20260202_1962443.html,https://www.stats.gov.cn/zt_18555/zthd/lhfw/2026lhzt/2026sjjd/202602/t20260202_1962443.html,authoritative/raw/cn_official/stats_2025_national_livestock_summary.html,26253,f5d7e47b2b6c43888aa1c1aee04507f9638fc74033d078e2e774105738b069ff,text/html,copied,2026-04-28T07:40:26.160685+00:00,
SRC-0027,seed_corpus,cn_official,?????,official_stats_page,A0,regulation,CN,primary,2025??????????????????????????,https://www.stats.gov.cn/sj/sjjd/202504/t20250417_1959352.html,https://www.stats.gov.cn/sj/sjjd/202504/t20250417_1959352.html,authoritative/raw/cn_official/stats_2025_q1_agriculture_summary.html,91388,b59c988ca17c8db7dc23256623a88a194ae012eac236defc480c306c529f7df0,text/html,copied,2026-04-28T07:40:26.162682+00:00,
SRC-0062,downloaded_from_master_or_curated_seed,cn_official,农业部公告第2292号,regulatory_reference,A0,regulation,CN,primary,诺氟沙星,https://www.moa.gov.cn/xw/bmdt/201509/t20150907_4819267.htm,https://www.moa.gov.cn/xw/bmdt/201509/t20150907_4819267.htm,authoritative/raw/cn_official/t20150907_4819267.htm,50939,b93da05545ed93a00dd309904411f5a2c67931dd72c38e2b58f63d813d3eeab9,,downloaded,2026-04-28T07:40:26.219907+00:00,
SRC-0064,downloaded_from_master_or_curated_seed,cn_official,农业部公告第278号,regulatory_reference,A0,regulation,CN,primary,复方氨苄西林,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,https://www.moa.gov.cn/nybgb/2003/snqi/201711/t20171126_5919564.htm,authoritative/raw/cn_official/t20171126_5919564.htm,146,55f7d9e99b8e2d4e0e193b2f0275501e6d9c1ebd29cadbea6a0da48a8587e3e0,,downloaded,2026-04-28T07:40:26.223265+00:00,
SRC-0061,downloaded_from_master_or_curated_seed,cn_official,农业农村部公告第250号,regulatory_reference,A0,regulation,CN,primary,氯霉素,https://www.moa.gov.cn/govpublic/xmsyj/202001/t20200106_6334375.htm,https://www.moa.gov.cn/govpublic/xmsyj/202001/t20200106_6334375.htm,authoritative/raw/cn_official/t20200106_6334375.htm,52329,db59769e0f678b312d66260a0de00fe5f0c036de00d2863cf7487bcd969d0cdb,,downloaded,2026-04-28T07:40:26.218456+00:00,
SRC-0063,downloaded_from_master_or_curated_seed,cn_official,农业农村部公告第190号,regulatory_reference,A0,regulation,CN,primary,阿莫西林,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,https://www.moa.gov.cn/nybgb/2019/201907/202001/t20200106_6334395.htm,authoritative/raw/cn_official/t20200106_6334395.htm,164906,625f551c902383bcdeb91df6e86a482114653e1149ee9933f9d7f8e90ed8c634,,downloaded,2026-04-28T07:40:26.221853+00:00,
SRC-0060,downloaded_from_master_or_curated_seed,cn_official,农业农村部公告第246号 + EMA MRL,regulatory_reference,A0,regulation,CN,primary,地克珠利,https://www.moa.gov.cn/nybgb/2020/202003/202004/t20200419_6341878.htm,https://www.moa.gov.cn/nybgb/2020/202003/202004/t20200419_6341878.htm,authoritative/raw/cn_official/t20200419_6341878.htm,2820194,6990cd6d173b830593bb2dbe7afdbd39a8bf8a5d5bee975705b1591f1941b984,,downloaded,2026-04-28T07:40:26.217487+00:00,
SRC-0058,downloaded_from_master_or_curated_seed,cn_official,农业农村部监督抽查通告 + 生产结果复核,regulatory_reference,A0,regulation,CN,primary,氟苯尼考,https://jgs.moa.gov.cn/gzdt/jgjdt/202312/t20231214_6442796.htm,https://jgs.moa.gov.cn/gzdt/jgjdt/202312/t20231214_6442796.htm,authoritative/raw/cn_official/t20231214_6442796.htm,127865,a3cbf524febc3679c7861fcb252ebd4360f953480844d864371ae868aa9d014c,,downloaded,2026-04-28T07:40:26.213092+00:00,
SRC-0023,seed_corpus,international,PubMed Central,open_access_review,B1,epidemiology,Global,secondary,Virus Shedding of Avian Influenza in Poultry: A Systematic Review and Meta-Analysis,https://pmc.ncbi.nlm.nih.gov/articles/PMC6784017/,https://pmc.ncbi.nlm.nih.gov/articles/PMC6784017/,authoritative/raw/international/pmc_avian_influenza_systematic_review.html,20357,02789b7e2f231f6d0f9880f1b87fe227d522db11e6f26b4634a94d627e8089e0,text/html; charset=utf-8,copied,2026-04-28T07:40:26.143811+00:00,
SRC-0022,seed_corpus,international,PubMed Central,open_access_review,B1,clinical_reference,Global,secondary,Review detection of Newcastle disease virus,https://pmc.ncbi.nlm.nih.gov/articles/PMC9378970/,https://pmc.ncbi.nlm.nih.gov/articles/PMC9378970/,authoritative/raw/international/pmc_nd_review_detection.html,20354,6f5b7812a4fe7cbf6d83b32671d47e0028b2e9e0064c928506b313837b397b21,text/html; charset=utf-8,copied,2026-04-28T07:40:26.141589+00:00,
SRC-0019,seed_corpus,international,WOAH,international_disease_page,A1,clinical_reference,WOAH,primary,WOAH 禽流感疾病页,https://www.woah.org/en/disease/avian-influenza/,https://www.woah.org/en/disease/avian-influenza/,authoritative/raw/international/woah_avian_influenza_disease_page.html,287599,f249a234f1648d25981436d7e1c7b5793b92f812d71f36e7a9df6652e75a5512,text/html; charset=UTF-8,copied,2026-04-28T07:40:26.133147+00:00,
SRC-0020,seed_corpus,international,WOAH,international_disease_page,A1,clinical_reference,WOAH,primary,WOAH 新城疫疾病页,https://www.woah.org/en/disease/newcastle-disease/,https://www.woah.org/en/disease/newcastle-disease/,authoritative/raw/international/woah_newcastle_disease_page.html,115590,1f4fb83f40d4bd9a01c2aba25d1934ab2d25ff895a9cc9d2fcda3f0db2be03f3,text/html; charset=UTF-8,copied,2026-04-28T07:40:26.135297+00:00,
SRC-0021,seed_corpus,international,WOAH,international_code_index,A1,regulation,WOAH,primary,WOAH 陆生动物卫生法典索引,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahc/2021/en_index.htm,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahc/2021/en_index.htm,authoritative/raw/international/woah_terrestrial_code_index.html,132774,246f4d5c1fee1e027ad267a78d48958c8fc5e00558b6e7ed78cb1ce6ececd944,text/html; charset=utf-8,copied,2026-04-28T07:40:26.139428+00:00,
SRC-0057,downloaded_from_master_or_curated_seed,international_technical,EMA maximum residue report,regulatory_reference,A1,regulation,EU,primary,甲硝唑,https://www.ema.europa.eu/en/documents/mrl-report/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,https://www.ema.europa.eu/en/documents/mrl-report/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,authoritative/raw/international_technical/metronidazole-summary-report-committee-veterinary-medicinal-products_en.pdf,41576,236e50e29e6bebddb746793dcadf33ffed9cd78068a1c18a85851f0a3dbde40e,,downloaded,2026-04-28T07:40:26.211984+00:00,
SRC-0067,downloaded_from_master_or_curated_seed,international_technical,WOAH,guideline_pdf,A1,diagnosis_standard,WOAH,primary,WOAH surveillance guideline for HPAI in smallholder poultry systems,https://www.woah.org/app/uploads/2026/01/2026-guidelines-avian-influenza-surveillance-en.pdf,https://www.woah.org/app/uploads/2026/01/2026-guidelines-avian-influenza-surveillance-en.pdf,authoritative/raw/international_technical/woah_2026_hpai_surveillance_smallholder_guideline.pdf,2120919,d30041aa7fb15cb80e12b7b850a19db4ea461a15fa2c1a71f92863917304102e,,downloaded,2026-04-28T07:40:26.230430+00:00,
SRC-0066,downloaded_from_master_or_curated_seed,international_technical,WOAH,manual_pdf,A1,diagnosis_standard,WOAH,primary,WOAH Terrestrial Manual chapter 3.3.14 Newcastle disease,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.14_NEWCASTLE_DIS.pdf,authoritative/raw/international_technical/woah_terrestrial_manual_3_3_14_newcastle_disease.pdf,410289,d3f18db164d6e66a81d6f9983bc6c788edc8e00781949410b89920a966d83634,,downloaded,2026-04-28T07:40:26.226855+00:00,
SRC-0065,downloaded_from_master_or_curated_seed,international_technical,WOAH,manual_pdf,A1,diagnosis_standard,WOAH,primary,WOAH Terrestrial Manual chapter 3.3.4 Avian influenza,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.04_AI.pdf,https://www.woah.org/fileadmin/Home/eng/Health_standards/tahm/3.03.04_AI.pdf,authoritative/raw/international_technical/woah_terrestrial_manual_3_3_4_avian_influenza.pdf,411965,5f56857991d01546fdc81812f8d2588f48f128682c171f86d12c0f17ab94c540,,downloaded,2026-04-28T07:40:26.224726+00:00,
SRC-0059,downloaded_from_master_or_curated_seed,international_technical,EMA referral,regulatory_reference,A1,regulation,EU,primary,盐酸多西环素,https://www.ema.europa.eu/en/medicines/veterinary/referrals/doxycycline-50-wsp,https://www.ema.europa.eu/en/medicines/veterinary/referrals/doxycycline-50-wsp,authoritative/raw/international_technical/www.ema.europa.eu_en_medicines_veterinary_referrals_doxycycline-50-wsp.html,153759,4f0912ec66da32dccec285a82e50d86ae22d64b6e199ef9a6850bbbeb66c4e7f,,downloaded,2026-04-28T07:40:26.214128+00:00,
SRC-0014,seed_corpus,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 18936-2020 高致病性禽流感诊断技术,https://std.cahec.cn/gb/details/493.html,https://std.cahec.cn/gb/details/493.html,authoritative/raw/standards/cahec_gbt_18936_2020_hpai_diagnosis.html,10703,520caee6417d3af3fc7acd7ff5dcd1c9b9b441936d3c4c8e81f4c1e731a18ae5,text/html,copied,2026-04-28T07:40:26.121768+00:00,
SRC-0015,seed_corpus,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 19167-2020 传染性法氏囊病诊断技术,https://std.cahec.cn/gb/details/494.html,https://std.cahec.cn/gb/details/494.html,authoritative/raw/standards/cahec_gbt_19167_2020_ibd_diagnosis.html,10694,ba101dab2a61e8a83ec58e761926656609d9f1da7cae151c237639dd9df25431,text/html,copied,2026-04-28T07:40:26.124058+00:00,
SRC-0018,seed_corpus,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 36873-2018 原种鸡群禽白血病净化检测规程,https://std.cahec.cn/gb/details/415.html,https://std.cahec.cn/gb/details/415.html,authoritative/raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.html,10682,5b59a1a13475dcf4a789bfcc93b949946e641c6c91adeb02f5e02cdd9fa3cdc4,text/html,copied,2026-04-28T07:40:26.130732+00:00,
SRC-0025,seed_corpus,standards,??????????????,standard_pdf,A0,diagnosis_standard,CN,primary,GB/T 36873-2018 ?????????????? PDF,https://std.cahec.cn/std/File/20191218/58901576657150.pdf,https://std.cahec.cn/std/File/20191218/58901576657150.pdf,authoritative/raw/standards/cahec_gbt_36873_2018_avian_leukosis_purification.pdf,681726,fe551a331183a393c528d7f9df15c0d3e496ec18ee57e0e55ccf1b7199d03297,application/pdf,copied,2026-04-28T07:40:26.158436+00:00,
SRC-0016,seed_corpus,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 556-2020 鸡传染性喉气管炎诊断技术,https://std.cahec.cn/qb/details/537.html,https://std.cahec.cn/qb/details/537.html,authoritative/raw/standards/cahec_nyt_556_2020_ilt_diagnosis.html,10662,0799a19f40e18e5566353a91b705f5de6fe3bc94c9c735a1f0eb719fde3b62fd,text/html,copied,2026-04-28T07:40:26.125919+00:00,
SRC-0024,seed_corpus,standards,??????????????,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 556-2020 ???????????? PDF,https://std.cahec.cn/std/File/20210830/82541630308448.pdf,https://std.cahec.cn/std/File/20210830/82541630308448.pdf,authoritative/raw/standards/cahec_nyt_556_2020_ilt_diagnosis.pdf,3515183,1a1c4612ff507da6931237f4b8813c3317fea0d15082b68f19f859264b5565a6,application/pdf,copied,2026-04-28T07:40:26.155011+00:00,
SRC-0011,seed_corpus,standards,全国动物卫生标准化技术委员会,standards_index,A0,diagnosis_standard,CN,primary,家禽动物卫生国家标准索引页,https://std.cahec.cn/gb/12_2.html,https://std.cahec.cn/gb/12_2.html,authoritative/raw/standards/cahec_poultry_national_standards_index.html,14912,0c4aab5c91f2e18368506da82548ea3fd89c2ecc61b5a477fa13fb03c1a7f50e,text/html,copied,2026-04-28T07:40:26.112563+00:00,
SRC-0012,seed_corpus,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,GB/T 16550-2020 新城疫诊断技术,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=DAA58A6FCC696F91339EED5BF8460CAB,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=DAA58A6FCC696F91339EED5BF8460CAB,authoritative/raw/standards/openstd_gbt_16550_2020_newcastle_diagnosis.html,24131,da3bd2be219b3cb3778163e71e46cf7a924f8738c1de6302b749f9c68d94b740,text/html;charset=utf-8,copied,2026-04-28T07:40:26.115902+00:00,
SRC-0013,seed_corpus,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,GB/T 23197-2022 鸡传染性支气管炎诊断技术,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=E047C85709682D29ABE9153B0D2154AD,authoritative/raw/standards/openstd_gbt_23197_2022_ib_diagnosis.html,24150,4c516156fcdd393c48bdef41565652e431d2672789b396036aaa063c644b9a21,text/html;charset=utf-8,copied,2026-04-28T07:40:26.118007+00:00,
SRC-0017,seed_corpus,standards,国家标准全文公开系统,standard_page,A0,diagnosis_standard,CN,primary,GB/T 43173-2023 鸡白痢净化检测规程,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,https://openstd.samr.gov.cn/bzgk/std/newGbInfo?hcno=B5722D3A5519C618E966E9290DE31E08,authoritative/raw/standards/openstd_gbt_43173_2023_pullorum_purification.html,24175,c99101562aeb8b17794a30c50bd8d885b468765443458fe7477e31f2d8afdaab,text/html;charset=utf-8,copied,2026-04-28T07:40:26.127797+00:00,
SRC-0068,downloaded_from_web_access_refresh,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,兽药产品批准文号管理办法 docx 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585037115.docx,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.docx,49821,9913982312b93c278e37ef68c1ab338c8477eeb96725f2bddd635bde4eabb278,application/vnd.openxmlformats-officedocument.wordprocessingml.document,downloaded,2026-04-28T08:59:32.347580+00:00,
SRC-0069,downloaded_from_web_access_refresh,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,兽药产品批准文号管理办法 pdf 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828576585561027.pdf,authoritative/raw/cn_official/moa_veterinary_approval_number_management_attachment.pdf,787454,640b519d8fe0cc1d2eef3abb9f31f48592858a76cc76be991ac7287e4c7ae3ca,application/pdf,downloaded,2026-04-28T08:59:32.786962+00:00,
SRC-0070,downloaded_from_web_access_refresh,cn_official,农业农村部,official_attachment_docx,A0,product_label,CN,primary,兽药标签和说明书管理办法 docx 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568543833749.docx,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.docx,39694,39c509158eec6430fe1aaeb28e28b4a1e22f6582083be2051cbabd26d88d7cda,application/vnd.openxmlformats-officedocument.wordprocessingml.document,downloaded,2026-04-28T08:59:33.040015+00:00,
SRC-0071,downloaded_from_web_access_refresh,cn_official,农业农村部,official_attachment_pdf,A0,product_label,CN,primary,兽药标签和说明书管理办法 pdf 附件,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,https://www.moa.gov.cn/gk/nyncbgzk/gzk/202210/P020230828568544308815.pdf,authoritative/raw/cn_official/moa_veterinary_label_and_insert_management_attachment.pdf,368696,d6e9bae724caf0549be4f81bebc4b719ea91a7fe5fb681a0c62e79062a47d8ca,application/pdf,downloaded,2026-04-28T08:59:33.542403+00:00,
SRC-0072,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_compendium_pdf,A0,diagnosis_standard,CN,primary,动物卫生国家标准选编 PDF（含禽病相关标准汇编）,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,https://std.cahec.cn/std/File/20200211/75551581405399.pdf,authoritative/raw/standards/cahec_animal_health_national_standards_compendium_2020.pdf,268552,83b778d40efea67a42049840d6436ae6e5c239f45092180f56fa6d4df1aa7657,application/pdf,downloaded,2026-04-28T08:59:34.834746+00:00,
SRC-0073,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 18643-2021 鸡马立克氏病诊断技术,https://std.cahec.cn/gb/details/502.html,https://std.cahec.cn/gb/details/502.html,authoritative/raw/standards/cahec_gbt_18643_2021_marek_diagnosis.html,10516,07a4bc8c2c3aca4c3d1d0287ad8f618473837b0c68a49240dbb71606564dd29c,text/html,downloaded,2026-04-28T08:59:35.088906+00:00,
SRC-0074,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 18936-2025 禽流感诊断技术,https://std.cahec.cn/gb/details/1841.html,https://std.cahec.cn/gb/details/1841.html,authoritative/raw/standards/cahec_gbt_18936_2025_avian_influenza_diagnosis.html,10562,29a699c0d0a7983f9ecd81dd4b1ea24814373ed7ceb8c1ec50e261b23ceede20,text/html,downloaded,2026-04-28T08:59:35.389130+00:00,
SRC-0075,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,GB/T 47129-2026 鸡红螨病诊断技术,https://std.cahec.cn/gb/details/2501.html,https://std.cahec.cn/gb/details/2501.html,authoritative/raw/standards/cahec_gbt_47129_2026_chicken_red_mite_diagnosis.html,10559,4ef1159356ac641c0d1fcf0bc57d1a88522b43f88b2c6f01c7c5452b8f70dbe1,text/html,downloaded,2026-04-28T08:59:35.716780+00:00,
SRC-0076,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法,https://std.cahec.cn/qb/details/259.html,https://std.cahec.cn/qb/details/259.html,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.html,10680,2e23d8258c08ba3e5c55800724db8f90561d8c1130b825633fec24004eba4690,text/html,downloaded,2026-04-28T08:59:36.046794+00:00,
SRC-0077,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 680-2003 禽白血病病毒 p27 抗原酶联免疫吸附试验方法 PDF,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,https://std.cahec.cn/std/File/20171111/96121510384206.pdf,authoritative/raw/standards/cahec_nyt_680_2003_avian_leukosis_p27_elisa.pdf,115720,73c583316f6add5cd915c32f0de6cd6738a3981da314f0cc2f6f6aa8f2347254,application/pdf,downloaded,2026-04-28T08:59:36.706373+00:00,
SRC-0078,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 770-2004 高致病性禽流感监测技术规范,https://std.cahec.cn/qb/details/268.html,https://std.cahec.cn/qb/details/268.html,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.html,10643,792c140d45eada278fdf15c1c59e3f4565f10205a1233915b879f5aa173ec960,text/html,downloaded,2026-04-28T08:59:37.061223+00:00,
SRC-0079,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 770-2004 高致病性禽流感监测技术规范 PDF,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,https://std.cahec.cn/std/File/20171111/75131510384385.pdf,authoritative/raw/standards/cahec_nyt_770_2004_hpai_surveillance.pdf,200040,16af8a75d142d89dbb916939f52941d8e939ddcd7c7cb0899fbd3e5f24ae1bc8,application/pdf,downloaded,2026-04-28T08:59:38.212507+00:00,
SRC-0080,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_page,A0,diagnosis_standard,CN,primary,NY/T 553-2015 禽支原体 PCR 检测方法,https://std.cahec.cn/qb/details/313.html,https://std.cahec.cn/qb/details/313.html,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.html,10574,47373aa1b5a74e75ca8edd26504731ca037d38f45a37c27014fe131bd4fa1d8d,text/html,downloaded,2026-04-28T08:59:38.446673+00:00,
SRC-0081,downloaded_from_web_access_refresh,standards,全国动物卫生标准化技术委员会,standard_pdf,A0,diagnosis_standard,CN,primary,NY/T 553-2015 禽支原体 PCR 检测方法 PDF,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,https://std.cahec.cn/std/File/20171111/57561510385371.pdf,authoritative/raw/standards/cahec_nyt_553_2015_avian_mycoplasma_pcr.pdf,266631,f24018ba1218f1562234719ff9d09becba27aabda72a82d21aed8eee107d6d04,application/pdf,downloaded,2026-04-28T08:59:39.449560+00:00,
SRC-0082,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,禽白血病,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/avian-leukosis-in-poultry?autoredirectid=23791,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_avian-leukosis-in-poultry.html,334242,ffc045a7f55c2266f935768e81388530090cfdcf85794e7bf703f4cf0a0dffe6,text/html; charset=utf-8,downloaded,2026-04-28T08:59:44.492810+00:00,
SRC-0083,downloaded_from_web_access_refresh,clinical_reference,Merck Veterinary Manual,disease_reference_page,A2,clinical_reference,US,secondary,网状内皮组织增生症,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,https://www.merckvetmanual.com/poultry/neoplasms-in-poultry/reticuloendotheliosis-in-poultry?autoredirectid=23789,authoritative/raw/clinical_reference/www.merckvetmanual.com_poultry_neoplasms-in-poultry_reticuloendotheliosis-in-poultry.html,258209,cd2910131c6973b140dbad3d64ea9bfe83157d4c128df5c265912fc1eee6a264,text/html; charset=utf-8,downloaded,2026-04-28T08:59:50.785621+00:00,
